id,pid,good,keymove,jump,costopall,wrap,created_at,updated_at,cochangescore,movetomouse,moveanimate
1336,339181954,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1337,339184528,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1338,339191040,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1339,339192071,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1340,339192530,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1341,339194730,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1342,339196629,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1343,339198541,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1344,339199850,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1345,339201173,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1346,339205804,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1347,339207058,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1348,339207814,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1349,339208382,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1350,339209261,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1351,339211358,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1352,339213194,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1353,339213811,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1354,339221702,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1355,339226380,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1356,339231260,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1357,339236044,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1358,339241692,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1359,339252666,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1360,339253288,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1361,339268668,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1362,339290637,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1363,339298043,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1364,339303000,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1365,339311469,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1366,339313531,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1367,339315454,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1368,339327574,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1369,339327655,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1370,339336084,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1371,339340299,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1372,339353371,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1373,339363120,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1374,339364292,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1375,339374129,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1376,339380710,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1377,339383101,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1378,339394976,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1379,339395959,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1380,339397296,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1381,339400753,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1382,339407495,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1383,339407748,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1384,339410034,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1385,339414945,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1386,339419655,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1387,339426858,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1388,339428835,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1389,339442170,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1390,339460852,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1391,339461569,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1392,339463648,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1393,339465371,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1394,339467059,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1395,339474160,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1396,339480065,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1397,339481975,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1398,339482523,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1399,339483664,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1400,339483914,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1401,339497299,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1402,339502481,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1403,339506923,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1404,339507332,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1405,339510310,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1406,339512270,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1407,339512794,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1408,339516465,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1409,339518095,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1410,339524643,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1411,339528846,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1412,339529166,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1413,339529931,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1414,339539587,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1415,339544860,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1416,339555476,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1417,339555837,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1418,339560750,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1419,339573372,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1420,339576883,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1421,339577963,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1422,339580481,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1423,339582944,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1424,339583050,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1425,339586216,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1426,339587841,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1427,339589693,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1428,339591960,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1429,339592019,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1430,339593143,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1431,339595582,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1432,339598351,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1433,339603675,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1434,339604923,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1435,339607680,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1436,339608103,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1437,339611021,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1438,339611994,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1439,339613092,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1440,339622663,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1441,339628721,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1442,339629630,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1443,339630014,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1444,339632804,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1445,339633322,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1446,339636006,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1447,339640077,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1448,339641002,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1449,339642205,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1450,339642632,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1451,339646520,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1452,339646562,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1453,339646939,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1454,339651393,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1455,339655060,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1456,339655743,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1457,339657014,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1458,339658568,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1459,339660518,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1460,339661353,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1461,339665000,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1462,339665754,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1463,339665993,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1464,339667409,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1465,339670839,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1466,339676955,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1467,339689667,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1468,339690021,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1469,339693881,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1470,339696644,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1471,339697429,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1472,339697876,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1473,339700563,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1474,339707436,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1475,339711289,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1476,339711356,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1477,339711893,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1478,339714092,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1479,339719141,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1480,339720207,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1481,339721096,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1482,339721621,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1483,339723849,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1484,339725506,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1485,339726736,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1486,339728943,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1487,339729595,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1488,339730251,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1489,339730613,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1490,339732628,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1491,339734120,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1492,339737486,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1493,339739575,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1494,339741178,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1495,339742846,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1496,339744698,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1497,339745137,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1498,339747141,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1499,339750232,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1500,339750447,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1501,339758773,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1502,339759126,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1503,339763814,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1504,339770029,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1505,339801260,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1506,339811398,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1507,339813347,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1508,339815447,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1509,339815685,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1510,339816110,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1511,339821722,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1512,339828386,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1513,339831381,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1514,339832901,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1515,339836431,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1516,339836467,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1517,339837729,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1518,339838466,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1519,339839931,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1520,339846019,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1521,339849893,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1522,339852045,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1523,339860289,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1524,339861616,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1525,339866167,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1526,339866531,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1527,339875284,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1528,339894704,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1529,339928256,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1530,339931060,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1531,339944173,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1532,339948086,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1533,339954315,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1534,339957908,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1535,339961944,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1536,339968501,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1537,339970563,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1538,339970971,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1539,339973863,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1540,339980278,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1541,339984694,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1542,339989816,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1543,339990020,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1544,339995052,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1545,340004807,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1546,340019951,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1547,340025242,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1548,340036914,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1549,340039107,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1550,340042024,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1551,340047860,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1552,340049341,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1553,340052722,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1554,340054113,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1555,340055553,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1556,340055720,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1557,340059707,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1558,340060137,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1559,340068664,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1560,340070636,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1561,340073616,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1562,340074281,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1563,340074814,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1564,340075876,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1565,340081375,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1566,340082888,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1567,340083110,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1568,340083453,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1569,340092502,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1570,340102520,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1571,340103978,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1572,340109005,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1573,340112053,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1574,340127409,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1575,340132125,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1576,340143760,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1577,340143871,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1578,340146489,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1579,340149165,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1580,340172513,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1581,340176617,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1582,340176721,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1583,340178243,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1584,340179837,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1585,340184587,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1586,340185089,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1587,340189081,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1588,340189923,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1589,340192898,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1590,340195231,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1591,340196809,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1592,340197192,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1593,340214457,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1594,340233241,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1595,340236425,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1596,340237386,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1597,340245376,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1598,340254279,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1599,340259722,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1600,340260880,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1601,340263531,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1602,340268804,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1603,340275273,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1604,340275418,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1605,340279557,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1606,340285027,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1607,340314821,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1608,340320837,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1609,340332129,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1610,340340270,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1611,340341506,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1612,340343236,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1613,340347374,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1614,340356147,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1615,340361952,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1616,340369849,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1617,340369901,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1618,340371550,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
1619,340374506,,,,,,2020-02-24 22:06:14 UTC,2020-02-24 22:06:14 UTC,,,
